共有model数,item_name 中文,model_name 中文,目标价,model_image_susercontent,product_link,L2 中文,L3 中文,邀请码,model_id,final_1688_link,price judge,展示日期,item_id,item下最高价,特殊tag,日均销售额,日均单量,asp_tag_by_l1
1,AUXITO 2个装 72W 15000LM H11 H4 HB3 9005 HB4 9006 汽车LED大灯 1:1 复刻设计 6500K 白色 12V,H11/H8/H9,30.94,https://cf.shopee.ph/file/cn-11134207-820l4-mipcr0u5rxmq66,https://.xiapibuy.com/product/429041086/55003744039,汽车零部件,电子,IVCN2026051316625,'325357007269,相似款：https://detail.1688.com/offer/1040469715086.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i5&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,P1,'08-21,'325357007269,30.94,LFF精寻品📦,20-40美金,20-40单,高价品
1,可调式前防倾杆连杆，带快速断开装置。适用于 1998-2006 款 Wrangler TJ 和 1984-2001 款 XJ（升高 2.5 英寸至 6 英寸）。也适用于 2019-2022 款 Jeep Wrangler JL。,1998-2006,30.92,https://cf.shopee.co.th/file/sg-11134201-7rbm2-lmybt3bhdt2106,https://.xiapibuy.com/product/1105571579/22185207250,其他的,#VALUE!,IVCN202608179765,'232214215193,https://detail.1688.com/offer/895509737656.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2133d7d417870450714157479e0e28&token=ieRp0HDrJWi16kZ3j3HN5SwnkZS1SIknsSR7627BWzUCRNgjNpKLDXGZbz%2BT%2BDxe,P1,'08-21,'232214215193,30.92,LFF精寻品📦,20-40美金,20-40单,高价品
1,AUXITO 2个装 60W 12000LM H11 HB3 HB4 LED汽车大灯 6500K 冷白光芯片 雾灯,HB3/9005,30.85,https://cf.shopee.ph/file/cn-11134207-7r98o-loce3ldj55hm18,https://.xiapibuy.com/product/429041086/19086389392,汽车零部件,电子,IVCN202606159575,'157116028597,相似款：https://detail.1688.com/offer/795019932724.html?kj_agent_plugin=aliprice&fromkv=xytTrace:21078f4d17513406501266857e0ffb&token=UMQN12sez8HCv83FV9MiMtyebVy9Ggf5Kg2GEe2fYGFQUv8Dx1POfhI5qZYVCBi4,P1,'08-21,'157116028597,30.85,LFF精寻品📦,20-40美金,20-40单,高价品
1,便携式无线电动轮胎充气泵 150PSI 空气压缩机 可充电移动电源 6000mAh 车载充气泵,黑色无线耳机（顶部）,30.69,https://cf.shopee.ph/file/cn-11134207-820l4-mhbo2xm04qod6d,https://.xiapibuy.com/product/1607918498/41813085817,汽车保养,轮胎及轮毂保养,IVCN2026061521359,'435225176204,无同款,P1,'08-21,'435225176204,30.69,LFF精寻品📦,20-40美金,20-40单,高价品
1,🔥🔥SOARFLY【四合一】迷你多功能汽车轮胎充气泵 120W功率 150 PSI压力 手持式无线便携,轮胎充气泵 - 高级款,30.56,https://cf.shopee.vn/file/cn-11134207-7ras8-m2ks6wx49mtv8a,https://.xiapibuy.com/product/1217464753/29354705787,汽车保养,轮胎及轮毂保养,IVCN2026071015636,'89601637071,https://detail.1688.com/offer/974810192410.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,'08-21,'89601637071,30.56,,20-40美金,20-40单,高价品
1,通用型车载风扇 24V/12V 电动四头汽车风扇 360°可调冷却风扇 低噪音,4Fan-USB,30.55,https://cf.shopee.ph/file/ph-11134207-7rasb-m34nw36cn43ffd,https://.xiapibuy.com/product/322335353/11903145539,汽车内饰配件,其他的,IVCN2026051319387,'139156884888,,P1,'08-21,'139156884888,30.55,LFF精寻品📦,20-40美金,20-40单,高价品
1,300W DC12V/24 转 AC220V 通用型车载电源逆变器,300W DC12V/24 转 AC220V 通用型车载电源逆变器,30.46,https://cf.shopee.ph/file/fd708f786a51b9f79022292d0c478c2f,https://.xiapibuy.com/product/50103939/1530771661,汽车零部件,电子,IVCN202608179397,'72044993467,相似款：https://detail.1688.com/offer/877497613715.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,P1,'08-21,'72044993467,30.46,,20-40美金,20-40单,高价品
1,Tuffoo T6C LED汽车大灯灯泡 4300K ​​6000K 120W 25000LM 无故障白光/黄光 适用于H4 H7 H1 H9 H11 HB3 9005 HB4 9006 881 H27 D2H 9012 HIR2 3000K 2个装,9005/HB3 [2 个]，6000K [纯白],30.35,https://cf.shopee.co.th/file/ph-11134201-23030-oxqvkjdw5dov70,https://.xiapibuy.com/product/558341832/17144518941,汽车零部件,电子,IVCN2026051322801,'171732080493,相似款：https://detail.1688.com/offer/739437654580.html?spm=a261y.7663282.3002526303362591.2.49217222CucrZ2&sk=order&fromkv=cbuPcPlugin%3AimageSearchDrawerCard,P1,'08-21,'171732080493,30.35,,20-40美金,20-40单,高价品
1,三菱 Canter HDX/HDL 银色全防水罩 3M 雨罩,三菱 Canter HDX/HDL 银色全防水罩 3M 雨罩,30.33,https://cf.shopee.ph/file/id-11134207-7rbk7-m6wyyhy2u2jlf4,https://.xiapibuy.com/product/427725701/41124572823,汽车外饰配件,排水沟,IVCN2026061517691,'291992422765,相似款：https://detail.1688.com/offer/1054613766538.html?kj_agent_plugin=aliprice&fromkv=xytTrace:21360a2e17870262933954010e0d9e&token=MHs4w1Hp2uYeC7lFX2RAzJUPaTTlF3iDUyI3SDMQcr8RKzEx0sL%2Boh96pbiXjgWK,P1,'08-21,'291992422765,30.33,,20-40美金,20-40单,高价品
1,丰田海狮（2005-2013）LED高位刹车灯/后尾灯,红色 红色 1件,30.32,https://cf.shopee.ph/file/ab4d1aba6c814abc58b8dba2bc2346eb,https://.xiapibuy.com/product/308703224/9067945554,汽车零部件,电子,IVCN202606156531,'65984347593,https://detail.1688.com/offer/641576812903.html?kj_agent_plugin=aliprice&fromkv=xytTrace:21365bc417539294624316950e119f&token=6MB9KVTDY%2FGQqQIA00UNb9NZagk3icvsdnh%2B3zNgoiSBexJ2WPY2OIVF9uKYfOYI,P1,'08-21,'65984347593,30.32,LFF精寻品📦,20-40美金,20-40单,高价品
1,DC 5V 1/8NPT螺纹不锈钢压力传感器 220psi 变送器传感器，适用于油、燃料、柴油、空气、水,DC 5V 1/8NPT螺纹不锈钢压力传感器 220psi 变送器传感器，适用于油、燃料、柴油、空气、水,30.3,https://cf.shopee.com.my/file/cn-11134207-7r98o-lkrx7c70mig196,https://.xiapibuy.com/product/307970416/22377826613,汽车零部件,燃油系统,IVCN2026031325092,'158336744931,相似款：https://detail.1688.com/offer/990836006764.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0&tracelog=cps&clickid=0f95a693169705eda263c63cf7d34363&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DD2DC7A927D55C03D6511A0CCA913FD65D6FA062685DFF8F7D920A558D1D5758C4B369BE324A83E744B8F19128B0D93E33FB8088B45F57B9E47F28FD2CC0E231B18AD4F779334558760FEF997084D4D5331EB6FC8DBCADED4C6C8CEEEE21320CC4BD39EA2FE12E3B1E3EFE77752314E1CAE5877D79D8400634A0E3AE3561D5EF97F99033BEED4D408348394BC3CC3C62B9992F8828C4BE892CB6D90AE6A2642A48EC9154AC98DE9DD6C6A2059D28E0FAE1120453FA77B1D42A3615DCDC90DB925D1D878AD83527632F999BE84BEE7431002AA925C01920FB71E44AB026384D9BCDF2EA806042569EBBC37071DE64464B1%26cbu_cps_trace_flag%3Dwrite,P1,'08-21,'158336744931,30.3,LFF精寻品📦,20-40美金,20-40单,高价品
1,TUFFOO 一对装 LED 雾灯灯泡，适用于 H8/H11/H16 (JP)/9006/HB4/881/H27/880 双色/白色/3000K 琥珀黄,【1对】H8 / H11 / H16（日本），6000K 纯白,30.29,https://cf.shopee.vn/file/cn-11134207-820l4-mlmi0asbsv7ldf,https://.xiapibuy.com/product/475361073/23144505611,汽车零部件,电子,IVCN202605132975,'221672743671,https://detail.1688.com/offer/777911238391.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,'08-21,'221672743671,30.29,,20-40美金,20-40单,高价品
1,Got Liang 2个装 M8 PRO 60W 高亮度汽车大灯 H4 H7 H11 9005 9006 汽车雾灯 LED 灯泡 6500K DC 9-36V,H4-2PCS，6500K,30.26,https://cf.shopee.vn/file/sg-11134201-82608-mlmw01adodms90,https://.xiapibuy.com/product/819085436/51706993635,汽车零部件,电子,IVCN2026041049545,'400624917468,https://detail.1688.com/offer/979024625026.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0b0fdc4f17774596966786688e0f57&token=RlVrWj030MG6PpJg8hy3m8a6H%2B01tTTmGo%2BD0AZD%2ByVKgzrON1U7dBi2rRnUt%2B8c,P1,'08-21,'400624917468,30.26,,20-40美金,20-40单,高价品
1,实用型卡车装载机防定位安全屏蔽适配器干扰跟踪远距离,实用型卡车装载机防定位安全屏蔽适配器干扰跟踪远距离,30.22,https://cf.shopee.com.br/file/sg-11134201-7rdym-lz7gbvhpknu2ee,https://.xiapibuy.com/product/290382889/27208613123,汽车内饰配件,导航和AV接收器,IVCN2026051323395,'178372093471,https://detail.1688.com/offer/1000241729947.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0bf8ca8917663877434811507e112a&token=3OBjEQsuUnWX1MDBqzkj7Q%2F1x0xR9ZcrTx358x1Rr5hRaK%2B5tPmQdeHh9s3GdJE1,P1,'08-21,'178372093471,30.22,,40-60美金,20-40单,高价品
1,适用于2004-2008款车型的车顶行李架横杆末端保护罩 872912E000 872922E000 872972E,适用于2004-2008款车型的车顶行李架横杆末端保护罩 872912E000 872922E000 872972E,30.18,https://cf.shopee.com.br/file/sg-11134201-824h8-me6ofci5yww096,https://.xiapibuy.com/product/207172882/40067298395,汽车外饰配件,其他的,IVCN2026041037411,'198686015484,https://detail.1688.com/offer/980792918058.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P1,'08-21,'198686015484,30.18,,80-100美金,20-40单,高价品
1,【快速发货】本田飞度/爵士/锋范散热器风扇电机 2002-2008 19030-PWA-J51,【快速发货】本田飞度/爵士/锋范散热器风扇电机 2002-2008 19030-PWA-J51,30.17,https://cf.shopee.ph/file/cn-11134207-7ras8-m62of6nxiujle8,https://.xiapibuy.com/product/1434985813/28075743494,汽车零部件,散热器、发动机冷却和气候控制,IVCN2026051318485,'129235337953,https://detail.1688.com/offer/864124732699.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,P1,'08-21,'129235337953,30.17,LFF精寻品📦,20-40美金,20-40单,高价品
1,Toocki 105W 双伸缩线缆 4 合 1 数字显示车载充电器 180° 旋转 PD 45W/30W 高速充电车载适配器，带 Type-C 快充线,C+1OS 型,30.1,https://cf.shopee.ph/file/cn-11134207-820l4-mf9jyc6b5n9m96,https://.xiapibuy.com/product/847962025/42004382632,汽车内饰配件,USB充电器、FM和蓝牙发射器,IVCN202604232171,'276825443658,https://detail.1688.com/offer/944885024977.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,P1,'08-21,'276825443658,30.1,LFF精寻品📦,40-60美金,20-40单,高价品
1,COD歧管压力表套装，带R134a适配器和3根软管（R134a/R22）,COD歧管压力表套装，带R134a适配器和3根软管（R134a/R22）,30.06,https://cf.shopee.ph/file/ph-11134207-7qul6-lfmcoqrlkw0ved,https://.xiapibuy.com/product/308127191/3568896787,汽车零部件,散热器、发动机冷却和气候控制,IVCN202608179421,'72386427265,相似款：https://detail.1688.com/offer/1004951873716.html?spm=a26352.b28411319/2508.0.0,P1,'08-21,'72386427265,30.06,,20-40美金,20-40单,高价品
1,Novsight WL1 全天候 3 英寸立方体 LED 射灯 越野驾驶雾灯聚光灯泛光灯 40W 高流明 6500K 白色 2500K 琥珀色 超亮（2 个）,聚光灯,30,https://cf.shopee.co.th/file/cn-11134207-7r98o-lpc1eikzuajb68,https://.xiapibuy.com/product/96950759/27353035366,汽车零部件,电子,IVCN202607109664,'59433674454,https://detail.1688.com/offer/631048512703.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bf8ca8917840204569632725e0eaa&token=2zHzVn2ALAgCpMQpdeg9ovPQ5G1aS4dqSxiiWoaH3St8yCPO9fRCiS%2BnRol%2B%2BZPQ,P0,'08-21,'59433674454,30,,40-60美金,20-40单,高价品
1,适用于日产March和Almera的火花塞，零件号22401-JD01B，DENSO FXE20HR11，原装铱金蓝色电极。本产品并非通过泰国官方服务中心销售。,1 套（4 件）,30,https://cf.shopee.co.th/file/cn-11134207-820l4-mmb9u05sq8zp95,https://.xiapibuy.com/product/1653720704/53207787062,汽车零部件,电子,IVCN202608176949,'445691580528,https://detail.1688.com/offer/896096832982.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bf89a7417870389493927931e0cd8&token=%2B6PQeB9ZVFJCsg7OT81wXkerX43zrVYWcLGcTQvrccGgu613QZ2kzht8LYY%2Fx8ZM,P0,'08-21,'445691580528,30,LFF精寻品📦,20-40美金,20-40单,高价品
1,EM Milano后货架，直接安装，美观又坚固。,EM Milano后货架，直接安装，美观又坚固。,30,https://cf.shopee.co.th/file/th-11134207-81ztg-mn7k2d9vu51fcf,https://.xiapibuy.com/product/83085091/47558091874,汽车零部件,发动机零件,IVCN2026051320757,'415717375161,相似款：https://detail.1688.com/offer/935027135009.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bb405a417870216240206064e0f4b&token=Rjjizbrhr9Z6Wn3hzlD%2F3HmUzDmV9IyDT9%2BZZnJzLRHnIL9ovF2%2B0CF1fSo%2B%2FyiB,P0,'08-21,'415717375161,30,LFF精寻品📦,20-40美金,20-40单,高价品
1,新款LED手电筒棒 柔性高流明便携式汽车照明工具 专业工作灯 机械师和汽车维修,新款LED手电筒棒 柔性高流明便携式汽车照明工具 专业工作灯 机械师和汽车维修,30,https://cf.shopee.com.my/file/sg-11134201-824h9-mpdtuqsf6dc1af,https://.xiapibuy.com/product/74380741/57612108950,汽车工具,测试、诊断和维修工具,IVCN2026071011684,'391052232269,相似款：https://detail.1688.com/offer/1038903322652.html?spm=a26352.b28411319/2508.0.0,P0,'08-21,'391052232269,30,LFF精寻品📦,20-40美金,20-40单,高价品
1,正品 NGK 铱金 IX 火花塞，型号 BKR7EIX-11 (6988)，一套 4 个。,1 套（4 件）,30,https://cf.shopee.co.th/file/cn-11134207-820l4-mmgzkfbezgg556,https://.xiapibuy.com/product/1653720704/26594490945,汽车零部件,电子,IVCN202608179547,'360709580345,相似款：https://detail.1688.com/offer/896200026483.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P0,'08-21,'360709580345,30,LFF精寻品📦,20-40美金,20-40单,高价品
1,适用于2025-2026款小鹏X9。汽车后座托盘面板硅胶保护垫。,A：黑色 - 2 件装（硅胶材质），适用于小鹏 X9（2025-2026 年款）,30,https://cf.shopee.co.th/file/cn-11134207-820l4-moxgp72r02ku8e,https://.xiapibuy.com/product/1079923138/46611485625,汽车内饰配件,其他的,IVCN202608179673,'325996610616,相似款：https://detail.1688.com/offer/1057626612166.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P0,'08-21,'325996610616,30,LFF精寻品📦,20-40美金,20-40单,低价品
1,宝马 5 系（G30、G38、F90、M5 530i M Sport、540i）内门把手保护装置，无需拆卸原门把手。,黑色，适用于4门车型。,30,https://cf.shopee.co.th/file/cn-11134207-7ras8-mbexrjf7tko195,https://.xiapibuy.com/product/1333952783/28088257634,汽车内饰配件,其他的,IVCN202608177167,'243587168469,https://detail.1688.com/offer/986477027653.html?kj_agent_plugin=aliprice&fromkv=xytTrace:213f867c17870378221975976e0ce2&token=R4lb4P2%2Ftgd3dPXrQGwRET%2FmUMO%2FaUp%2FkXiHUo1t3Ma66wrKwNo5VctofhhI2nHi,P0,'08-21,'243587168469,30,,20-40美金,20-40单,高价品
1,UGREEN 60W/90W/145W PD60W 车载充电器，配备可伸缩 USB-C 快速充电线，适用于 iPhone 16 Pro Max 和三星 S25/S24,145W车载充电器,30,https://cf.shopee.com.br/file/cn-11134207-7ras8-mb3il4zol3ndbf,https://.xiapibuy.com/product/218996205/42107704387,汽车内饰配件,USB充电器、FM和蓝牙发射器,IVCN2026061514355,'237926894450,相似款：https://detail.1688.com/offer/1038487243204.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i11&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P0,'08-21,'237926894450,30,,60-80美金,20-40单,高价品
1,Maxgtrs LED 车头灯泡 20000LM Canbus H7 H8 H11 H9 H1 H3 9012 HIR2 9005 HB3 9006 HB4 CSP H4 超亮 6500K 2个装,9005/HB3，白色,30,https://cf.shopee.co.th/file/cn-11134207-7r98o-ltltucoljwz140,https://.xiapibuy.com/product/101738459/25972069366,汽车零部件,电子,IVCN2026051324007,'233679187873,相似款：https://detail.1688.com/offer/913708981949.html?spm=a26352.b28411319/2508.0.0,P0,'08-21,'233679187873,30,LFF精寻品📦,40-60美金,20-40单,高价品
1,五十铃原厂配件车门密封条/车门橡胶密封圈：Crosswind / Sportivo,后门,30,https://cf.shopee.ph/file/ph-11134207-7qul1-lidym7gc0dp87a,https://.xiapibuy.com/product/59977107/20590126419,汽车外饰配件,装饰,IVCN202608178135,'206835134616,https://detail.1688.com/offer/724470548751.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bf8ca8917870234935354252e0eeb&token=9%2F2Fz41KxHBcv%2B5Kd6bB%2F%2Fy1ULvqXMvmVBp6K9l8%2FgnHKnYVil8QT5fomKwA0EkY,P0,'08-21,'206835134616,30,,20-40美金,20-40单,高价品
1,五十铃原厂配件车门密封条/车门橡胶密封圈：Crosswind / Sportivo,后排乘客,30,https://cf.shopee.ph/file/ph-11134207-7qul9-lidym7gbyz4s3f,https://.xiapibuy.com/product/59977107/20590126419,汽车外饰配件,装饰,IVCN202608178135,'206835134615,https://detail.1688.com/offer/724470548751.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bf8ca8917870234935354252e0eeb&token=9%2F2Fz41KxHBcv%2B5Kd6bB%2F%2Fy1ULvqXMvmVBp6K9l8%2FgnHKnYVil8QT5fomKwA0EkY,P0,'08-21,'206835134615,30,,20-40美金,20-40单,高价品
1,100% 原装 NGK 6643 LZKAR6AP-11 激光白金火花塞适用于 Nissan ALMERA/GRAND LIVINA/SYLPHY/TEANA,或者,30,https://cf.shopee.com.my/file/cn-11134207-7ras8-m6tejk96by6r7f,https://.xiapibuy.com/product/821184452/29377920153,汽车零部件,电子,IVCN2026051324037,'185832119292,https://detail.1688.com/offer/1042624367082.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P0,'08-21,'185832119292,30,LFF精寻品📦,20-40美金,20-40单,高价品
1,TUFFOO 2个装双色LED雾灯灯泡 H11 H8 H16 9006 HB4 6000K 白色 3000K 金黄色,H8/H11/H16(JP)【1对】，白色+金黄色,30,https://cf.shopee.ph/file/cn-11134207-820l4-mkplu1argxdx2a,https://.xiapibuy.com/product/475356856/23258726329,汽车零部件,电子,IVCN202608177999,'148413723661,相似款：https://detail.1688.com/offer/909347586277.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P0,'08-21,'148413723661,30,,20-40美金,20-40单,高价品
1,AUXITO 2个装 H3 LED雾灯灯泡 CANBUS 黄色 3000K 6500K 白色 汽车雾灯 日间行车灯,3000K 金黄色,30,https://cf.shopee.ph/file/cn-11134207-7ras8-m48cos7l4zzbd8,https://.xiapibuy.com/product/429041086/26821778330,汽车零部件,电子,IVCN2026051320197,'147619872445,,P0,'08-21,'147619872445,30,LFF精寻品📦,60-80美金,20-40单,高价品
1,1米 3米 软管 燃油管 CPE编织尼龙 不锈钢 变速箱油冷却器冷却液软管 燃油管 泵 汽油、废气、真空、液压油 柴油软管,3M尼龙，AN10,29.92,https://cf.shopee.com.my/file/cn-11134207-7ras8-mdmuffxs9a0j4b,https://.xiapibuy.com/product/832864387/22859569468,汽车零部件,燃油系统,IVCN202608177763,'271160595499,https://detail.1688.com/offer/1038511439226.html?kj_agent_plugin=aliprice&fromkv=xytTrace:210702e017870221831285602e0c01&token=H5pP77rr0jH%2FGsBDoWw2Qt2rFea8CSHluIFrzyAekSRUrFqKapb9d2QJrojECJl%2B,P1,'08-21,'271160595499,29.92,LFF精寻品📦,20-40美金,20-40单,高价品
1,适用于2015-2024款丰田Hilux Revo的尾灯。适用于所有配备标准Revo尾灯的年份车型。*MC-TW*,右侧，驾驶员侧（TW）,29.91,https://cf.shopee.co.th/file/th-11134207-81zti-mhacrrjd4iku87,https://.xiapibuy.com/product/991063848/24514634092,汽车零部件,电子,IVCN202605133619,'226066453450,https://detail.1688.com/offer/681244447748.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,'08-21,'226066453450,29.91,LFF精寻品📦,20-40美金,20-40单,高价品
1,Starlink Mini 专用支架，带两个强力吸盘 - 快速发货,交叉模型,29.8,https://cf.shopee.com.br/file/cn-11134207-820l4-mmk8cd69x9mra2,https://.xiapibuy.com/product/1748394079/53757305577,汽车内饰配件,其他的,IVCN2026061520615,'400721741580,相似款：https://detail.1688.com/offer/1049188811213.html?spm=a26352.b28411319/2508.0.0,P1,'08-21,'400721741580,29.8,,20-40美金,20-40单,高价品
1,Total重型汽车千斤顶支架，3吨型号THJS0301 / 2吨型号THJS0201,3吨,29.8,https://cf.shopee.co.th/file/th-11134207-7rasa-m7ioqfihy7hf07,https://.xiapibuy.com/product/21230588/3946130578,汽车工具,测试、诊断和维修工具,IVCN202608179209,'205896803389,相似款：https://detail.1688.com/offer/1047240874202.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P0,'08-21,'205896803389,29.8,LFF精寻品📦,20-40美金,20-40单,高价品
1,UGREEN 车载手机支架，适用于挡风玻璃和仪表盘，360 度可调节，吸盘式安装，兼容 iPhone 13 Pro Max、12、11、Xs、Xr、8、三星 Galaxy S21 Ultra、S20 Fe、S9、S8、华为 P50、P40、一加 9。,持有者,29.47,https://cf.shopee.co.th/file/cn-11134207-820l4-mdzv7nriseti74,https://.xiapibuy.com/product/65302368/3297319834,汽车内饰配件,手机支架,IVCN202604230279,'56909503891,https://detail.1688.com/offer/1004694387918.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i29&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P1,'08-21,'56909503891,29.47,top1000品🔥,100-300美金,20-40单,高价品
1,曼谷发货。便携式车载充电器，12V汽车电瓶启动器，汽车应急启动电源。畅销产品。,168000mAh 带气泵,29.43,https://cf.shopee.co.th/file/th-11134207-81ztp-mooubajknqxbfc,https://.xiapibuy.com/product/1228101254/24725839142,汽车零部件,电子,IVCN2026051323909,'296814391508,相似款：https://detail.1688.com/offer/1029330344267.html?kj_agent_plugin=aliprice&fromkv=xytTrace:212b5ecd17840130164875369e0cec&token=WoCwCfY8ke7Ug%2BIeJmkqQ70hv1JyBKrWmNS9PZhsJ2uzNPmHerPsZRANqGS%2BpAvj,P1,'08-21,'296814391508,29.43,LFF精寻品📦,20-40美金,20-40单,高价品
1,AOLA 车载储物盒 PU 皮革 高容量 多用途汽车后备箱储物盒 车载收纳盒,黑色皮革特大号,29.43,https://cf.shopee.ph/file/cn-11134207-7r98o-lshyb1e2mfod27,https://PH.xiapibuy.com/product/1156198075/25306782034,汽车内饰配件,收纳盒和隔层,IVCN202608176659,'222430583844,相似款：https://detail.1688.com/offer/912614000424.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i6&source=action%23offerItem%3Borigin%23cf.shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,P1,'08-21,'222430583844,29.43,,20-40美金,20-40单,低价品
1,日产 NV350 风扇电机散热器/冷凝器 92122-VW000,日产 NV350 风扇电机散热器/冷凝器 92122-VW000,29.39,https://cf.shopee.ph/file/cn-11134207-7ras8-m55fzcts63oh52,https://.xiapibuy.com/product/1435745358/26823852587,汽车零部件,散热器、发动机冷却和气候控制,IVCN202608177465,'252491941377,https://detail.1688.com/offer/902179415807.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,'08-21,'252491941377,29.39,,20-40美金,20-40单,高价品
1,Novsight 2个装 T11 H11 H4 H7 9005 9006 汽车 LED 大灯 1:1 设计 60W 6500K 16000LM 一对雾灯,9006/Hb4,29.37,https://cf.shopee.ph/file/cn-11134207-7ras8-mdpwvtyjhwuc2e,https://.xiapibuy.com/product/96944675/43264498941,汽车零部件,电子,IVCN2026051311213,'271196483196,相似款：https://detail.1688.com/offer/775358537999.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,'08-21,'271196483196,29.37,LFF精寻品📦,20-40美金,20-40单,高价品
1,【快速发货】10个装火花塞，适用于丰田威驰/卡罗拉Altis/雅力士，零件号90919-01164,【快速发货】10个装火花塞，适用于丰田威驰/卡罗拉Altis/雅力士，零件号90919-01164,29.36,https://cf.shopee.ph/file/cn-11134207-7ras8-m5h143z6vrue37,https://.xiapibuy.com/product/1434985813/28324663207,汽车零部件,电子,IVCN2026071010962,'257557125292,https://detail.1688.com/offer/894811315739.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,P1,'08-21,'257557125292,29.36,LFF精寻品📦,20-40美金,20-40单,高价品
1,SC52 SC59 收割机皮带，适用于久保田 DC70 DC70 Plus 行走驱动脱粒机，V 型皮带，现货供应，OEM 5T078-11570,SC52,29.33,https://cf.shopee.ph/file/sg-11134201-81zve-miu63q13l91g85,https://.xiapibuy.com/product/869014615/27768064225,汽车零部件,皮带、软管和滑轮,IVCN202605135377,'242061587664,https://detail.1688.com/offer/695594568342.html?spm=a26352.b28411319/2508.0.0,P1,'08-21,'242061587664,29.33,LFF精寻品📦,20-40美金,20-40单,高价品
1,"4""x12"" 304不锈钢中段消音器，适用于乘用车，1.6/2.0英寸孔径，带螺纹、直管或尖头内管。",2.0，螺旋芯,29.15,https://cf.shopee.co.th/file/sg-11134201-824hy-mptlz5lywhsfc9,https://.xiapibuy.com/product/70084463/9245387855,汽车零部件,尾气和排放,IVCN2026041032623,'25501138940,相似款：https://detail.1688.com/offer/1013745852378.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bf89a7417870225837935909e0eba&token=0kS%2F5sMnSaB7z%2FwCQu5i46wV9IDvcy7i6HpFHmUZvSRXBZiftlyQO9f8IJ9XO%2BUH,P1,'08-21,'25501138940,29.15,LFF精寻品📦,20-40美金,20-40单,高价品
